Rk,Player,Pos,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,,OWS,DWS,WS,WS/48,,OBPM,DBPM,BPM,VORP
332,Guy Rucker\ruckegu01,PF,25,GSW,3,4,7.8,,,,0.0,26.3,13.3,32.3,0.0,0.0,,0.0,,0.0,0.0,0.0,.117,,-1.6,7.2,5.6,0.0
333,Kareem Rush\rushka01,PG,22,LAL,76,872,5.8,.447,.279,.094,3.3,8.9,6.1,11.7,0.6,0.9,19.9,16.1,,-0.9,0.3,-0.6,-0.033,,-3.7,-2.3,-6.0,-0.9
334,Bryon Russell\russebr01,SF,32,WAS,70,1388,9.1,.468,.458,.225,3.7,14.1,8.9,8.2,2.7,0.4,14.1,13.3,,0.0,1.6,1.5,.052,,-2.7,1.1,-1.6,0.1
335,Arvydas Sabonis*\sabonar01,C,38,POR,78,1209,20.5,.549,.017,.454,8.8,24.7,16.7,19.3,2.7,3.1,14.8,19.4,,2.6,2.3,4.9,.196,,1.6,3.0,4.6,2.0
336,John Salmons\salmojo01,PG,23,PHI,64,504,9.5,.502,.267,.302,3.7,10.2,6.9,14.3,1.8,0.9,18.1,14.3,,0.2,0.4,0.6,.058,,-1.9,0.6,-1.3,0.1
337,Soumaila Samake\samakso01,C,24,LAL,13,77,12.9,.442,.000,.083,14.5,19.2,16.8,8.0,0.0,4.7,7.4,15.5,,0.1,0.1,0.2,.102,,-2.5,-0.9,-3.4,0.0
338,Jamal Sampson\sampsja01,PF,19,MIL,5,8,8.4,.000,.000,.000,14.6,14.7,14.6,16.3,6.6,0.0,0.0,11.6,,0.0,0.0,0.0,-0.066,,-2.9,-0.3,-3.2,0.0
339,Pepe Sánchez\sanchpe01,PG,25,DET,9,37,11.0,.000,.000,.000,12.6,6.5,9.6,31.9,7.5,0.0,28.6,9.1,,-0.1,0.1,0.0,.042,,-2.4,6.4,4.0,0.1
340,Jeryl Sasser\sasseje01,SG,23,ORL,75,1025,8.3,.402,.213,.377,7.0,13.8,10.3,9.3,2.3,0.9,13.9,12.2,,-0.2,0.9,0.8,.036,,-2.6,0.3,-2.3,-0.1
341,Kenny Satterfield\satteke01,PG,21,TOT,39,502,4.8,.340,.153,.137,3.6,6.6,5.0,23.1,2.1,0.3,18.1,21.0,,-1.4,0.5,-1.0,-0.091,,-4.6,-0.2,-4.8,-0.4
341,Kenny Satterfield\satteke01,PG,21,DEN,22,420,5.2,.351,.170,.139,3.2,6.7,4.9,22.5,2.3,0.4,17.1,22.4,,-1.2,0.4,-0.8,-0.088,,-4.5,0.3,-4.3,-0.2
341,Kenny Satterfield\satteke01,PG,21,PHI,17,82,2.6,.238,.000,.111,5.6,5.8,5.7,26.1,1.3,0.0,27.0,14.2,,-0.2,0.0,-0.2,-0.108,,-4.9,-2.5,-7.4,-0.1
342,Predrag Savović\savovpr01,SG,26,DEN,27,256,6.0,.392,.280,.312,3.9,7.6,5.7,15.1,2.9,0.3,16.6,22.0,,-0.5,0.3,-0.2,-0.040,,-5.9,0.6,-5.3,-0.2
343,Brian Scalabrine\scalabr01,PF,24,NJN,59,724,8.9,.487,.231,.213,6.3,15.9,11.1,9.9,1.2,1.9,19.9,14.4,,-0.1,1.2,1.0,.068,,-2.9,0.8,-2.1,0.0
344,Ansu Sesay\sesayan01,SF,26,SEA,45,448,6.1,.404,.000,.196,8.8,10.4,9.6,8.1,1.7,0.9,17.7,14.8,,-0.4,0.4,-0.1,-0.007,,-5.3,-0.4,-5.7,-0.4
345,Brian Shaw\shawbr01,PG,36,LAL,72,900,10.2,.467,.418,.057,2.5,12.5,7.4,17.3,1.8,1.0,16.8,15.9,,-0.1,0.7,0.6,.034,,-1.3,0.1,-1.2,0.2
346,Paul Shirley\shirlpa01,PF,25,ATL,2,5,-28.0,.000,.000,.000,0.0,21.9,11.4,0.0,0.0,0.0,0.0,36.7,,-0.1,0.0,-0.1,-0.823,,-16.5,-9.6,-26.0,0.0
347,Bobby Simmons\simmobo01,SG,22,WAS,36,378,13.0,.471,.045,.313,10.3,13.8,12.0,8.9,1.4,0.6,5.9,16.9,,0.6,0.3,0.9,.111,,-1.7,-1.2,-2.9,-0.1
348,Brian Skinner\skinnbr01,PF,26,PHI,77,1381,15.4,.574,.000,.486,11.4,19.9,15.6,2.2,1.8,3.0,13.4,15.1,,2.2,2.0,4.1,.144,,-0.7,0.0,-0.6,0.5
349,Reggie Slater\slatere01,PF,32,MIN,26,141,19.2,.580,.000,.900,14.9,10.2,12.5,4.7,2.2,0.5,11.4,25.3,,0.4,0.1,0.5,.186,,0.6,-0.6,0.0,0.1
350,Tamar Slay\slayta01,SG,22,NJN,36,274,7.1,.428,.243,.097,3.3,9.6,6.5,8.6,2.7,0.8,15.7,21.0,,-0.5,0.5,0.0,-0.004,,-5.4,0.7,-4.7,-0.2
351,Charles Smith\smithch04,SG,27,POR,3,13,5.9,.434,.250,1.000,0.0,0.0,0.0,11.4,4.1,0.0,14.8,24.0,,0.0,0.0,0.0,.007,,-8.0,1.4,-6.5,0.0
352,Joe Smith\smithjo02,SF,27,MIN,54,1117,14.3,.524,.006,.399,11.6,15.7,13.7,5.1,0.7,3.5,10.0,17.4,,1.9,1.2,3.0,.131,,-1.8,-0.5,-2.4,-0.1
353,Steve Smith\smithst01,SG,33,SAS,53,1032,12.0,.528,.405,.392,2.5,8.4,5.6,10.9,1.4,0.6,11.2,17.3,,1.4,1.1,2.5,.117,,-0.5,0.1,-0.4,0.4
354,Eric Snow\snower01,PG,29,PHI,82,3108,15.6,.546,.040,.474,2.6,8.8,5.7,27.6,2.2,0.3,16.7,16.8,,5.7,2.7,8.4,.130,,0.4,0.3,0.7,2.1
355,Latrell Sprewell\sprewla01,SF,32,NYK,74,2859,14.3,.497,.319,.193,1.8,10.1,5.9,19.7,1.9,0.6,12.3,22.6,,1.6,1.6,3.2,.054,,0.7,-0.6,0.1,1.5
356,Jerry Stackhouse\stackje01,SG,28,WAS,70,2747,18.7,.528,.204,.431,2.6,8.5,5.6,21.7,1.3,0.8,11.9,27.9,,5.1,1.4,6.5,.114,,2.9,-1.6,1.3,2.3
357,Vladimir Stepania\stepavl01,C,26,MIA,79,1594,13.6,.454,.000,.314,14.9,25.6,20.1,2.7,1.5,2.0,12.4,16.4,,0.3,2.6,2.9,.089,,-1.8,-0.5,-2.3,-0.1
358,DeShawn Stevenson\stevede01,SG,21,UTA,61,760,8.2,.444,.042,.239,3.6,9.7,6.8,9.1,1.6,0.8,13.5,22.0,,-0.7,0.6,-0.1,-0.009,,-4.0,-1.6,-5.6,-0.7
359,Michael Stewart\stewami01,PF,27,CLE,47,251,5.9,.426,.000,.324,8.3,16.4,12.3,3.6,0.4,4.2,19.1,9.0,,-0.1,0.2,0.1,.014,,-6.1,-0.2,-6.4,-0.3
360,John Stockton*\stockjo01,PG,40,UTA,82,2275,21.0,.577,.125,.448,2.8,7.7,5.4,46.4,3.2,0.5,19.2,19.2,,6.5,2.5,9.0,.190,,3.9,1.1,5.0,4.0
361,Peja Stojaković\stojape01,SF,25,SAC,72,2450,19.6,.600,.393,.255,2.8,14.0,8.7,9.4,1.5,0.1,8.1,22.5,,6.9,3.3,10.1,.199,,3.6,-0.1,3.5,3.4
362,Damon Stoudamire\stoudda01,PG,29,POR,59,1315,12.1,.460,.275,.161,3.7,10.6,7.1,24.5,1.6,0.3,15.6,18.5,,0.6,1.1,1.6,.059,,-0.3,-0.6,-0.9,0.4
363,Amar'e Stoudemire\stoudam01,PF,20,PHO,82,2570,16.2,.530,.012,.583,10.9,20.9,15.9,5.0,1.3,2.5,15.3,21.5,,2.6,3.6,6.2,.116,,-0.9,-0.4,-1.4,0.4
364,Erick Strickland\stricer01,SG,29,IND,71,1275,13.5,.547,.421,.229,2.1,10.5,6.4,27.2,1.6,0.4,19.0,18.3,,1.4,1.3,2.7,.101,,0.3,-0.1,0.2,0.7
365,Mark Strickland\stricma01,SF,32,DAL,4,13,16.3,.400,.000,.000,42.3,17.0,29.7,0.0,0.0,0.0,16.7,20.9,,0.0,0.0,0.0,.101,,1.5,-5.3,-3.8,0.0
366,Rod Strickland\stricro02,PG,36,MIN,47,956,15.4,.492,.040,.385,2.4,8.7,5.6,33.3,2.5,0.5,18.9,19.0,,0.8,0.9,1.7,.084,,0.2,0.3,0.5,0.6
367,Bruno Šundov\sundobr01,C,22,BOS,26,138,1.2,.281,.286,.036,6.4,16.9,11.5,8.8,2.3,1.7,13.7,22.2,,-0.6,0.2,-0.4,-0.139,,-8.7,-1.1,-9.8,-0.3
368,Bob Sura\surabo01,SG,29,GSW,55,1130,14.2,.510,.259,.451,5.5,10.2,7.9,23.9,2.0,0.1,17.3,17.9,,1.6,0.2,1.8,.075,,0.2,-0.9,-0.7,0.4
369,Stromile Swift\swiftst01,PF,23,MEM,67,1478,18.0,.542,.004,.501,8.8,20.3,14.6,5.0,1.9,4.8,14.2,21.2,,1.6,1.7,3.3,.108,,-0.7,0.5,-0.1,0.7
370,Wally Szczerbiak\szczewa02,SF,25,MIN,52,1836,17.3,.567,.199,.237,3.4,11.3,7.4,12.2,1.3,0.9,9.8,22.0,,3.8,1.3,5.2,.135,,1.8,-0.9,0.9,1.3
371,Maurice Taylor\tayloma01,PF,26,HOU,67,1377,11.5,.472,.004,.258,8.1,11.7,10.0,8.8,0.9,1.1,14.4,23.3,,-0.2,1.1,0.9,.030,,-2.7,-1.6,-4.3,-0.8
372,Jason Terry\terryja01,PG,25,ATL,81,3081,18.2,.549,.378,.256,1.4,8.6,5.2,34.8,2.2,0.3,16.4,22.6,,6.0,1.4,7.4,.116,,3.0,-1.2,1.8,3.0
373,Etan Thomas\thomaet01,PF,24,WAS,38,513,15.8,.550,.000,.758,16.1,22.0,19.0,1.0,0.8,3.4,16.6,18.2,,0.7,0.6,1.3,.125,,-1.5,-1.5,-3.0,-0.1
374,Kenny Thomas\thomake01,PF,25,TOT,66,1978,14.9,.517,.000,.352,10.9,20.5,15.6,9.4,1.7,1.1,15.2,17.4,,2.1,2.5,4.6,.111,,-0.4,-0.4,-0.7,0.6
374,Kenny Thomas\thomake01,PF,25,HOU,20,586,12.6,.469,.000,.237,9.1,17.7,13.5,11.6,1.5,0.7,16.0,19.7,,0.0,0.7,0.7,.057,,-1.9,-0.2,-2.1,0.0
374,Kenny Thomas\thomake01,PF,25,PHI,46,1392,15.8,.539,.000,.412,11.6,21.6,16.5,8.4,1.7,1.2,14.8,16.5,,2.1,1.8,3.9,.134,,0.3,-0.5,-0.2,0.6
375,Kurt Thomas\thomaku01,C,30,NYK,81,2577,16.7,.511,.003,.179,7.1,22.2,14.5,11.3,1.7,2.8,11.1,22.4,,2.3,3.0,5.4,.100,,-0.6,0.7,0.1,1.3
376,Tim Thomas\thomati01,SF,25,MIL,80,2358,14.3,.527,.285,.200,4.8,14.6,9.7,7.3,1.6,1.5,11.6,22.6,,1.9,1.0,2.9,.060,,-0.5,-1.7,-2.2,-0.1
377,Jamaal Tinsley\tinslja01,PG,24,IND,73,2237,13.4,.468,.299,.201,3.0,9.9,6.5,38.7,2.9,0.6,24.1,16.1,,0.6,3.1,3.7,.079,,-0.8,0.8,0.0,1.1
378,Óscar Torres\torreos01,SG,26,GSW,17,109,14.7,.592,.361,.556,3.0,8.7,5.9,4.4,1.9,1.2,15.2,20.6,,0.2,0.0,0.2,.088,,1.9,-0.8,1.1,0.1
379,Robert Traylor\traylro01,C,25,NOH,69,851,15.3,.486,.013,.371,14.6,21.3,17.9,9.7,2.8,3.1,16.1,17.6,,0.7,1.7,2.4,.133,,-2.3,1.7,-0.6,0.3
380,Gary Trent\trentga01,SF,28,MIN,80,1222,15.9,.549,.005,.260,10.1,16.7,13.5,10.0,1.4,1.4,12.0,18.3,,2.0,1.3,3.3,.128,,0.0,-0.1,-0.1,0.6
381,Jeff Trepagnier\trepaje01,SG,23,DEN,8,97,17.5,.522,.200,.175,9.2,10.1,9.6,12.2,4.3,0.0,15.7,23.4,,0.1,0.2,0.2,.105,,1.3,1.6,2.9,0.1
382,Cezary Trybański\trybace01,C,23,MEM,15,86,-1.4,.287,.000,.500,8.0,10.3,9.2,1.6,0.0,4.8,24.7,17.0,,-0.4,0.0,-0.3,-0.186,,-9.4,-2.6,-12.0,-0.2
383,Jake Tsakalidis\tsakaja01,C,23,PHO,33,543,10.2,.501,.000,.430,9.3,16.2,12.7,3.7,0.6,2.3,13.9,15.4,,0.3,0.5,0.9,.078,,-3.5,0.0,-3.5,-0.2
384,Nikoloz Tskitishvili\tskitni01,SF,19,DEN,81,1320,4.9,.374,.387,.165,5.4,10.8,8.0,11.6,1.2,1.8,16.6,17.0,,-2.3,1.3,-1.0,-0.035,,-4.9,-0.7,-5.5,-1.2
385,Hedo Türkoğlu\turkohe01,SF,23,SAC,67,1175,12.0,.509,.199,.281,3.4,13.3,8.6,10.9,1.1,0.7,10.2,18.4,,1.1,1.5,2.6,.105,,-1.6,-0.1,-1.6,0.1
386,Nick Van Exel\vanexni01,SG,31,DAL,73,2026,15.6,.510,.375,.173,1.9,9.4,5.7,24.4,1.1,0.1,12.1,22.8,,2.6,1.3,4.0,.094,,1.8,-1.6,0.2,1.1
387,Keith Van Horn\vanhoke01,PF,27,PHI,74,2337,17.3,.556,.185,.252,7.8,18.7,13.2,7.2,1.4,1.0,12.4,23.2,,3.9,2.6,6.5,.133,,1.2,-0.9,0.3,1.4
388,Jacque Vaughn\vaughja01,PG,27,ORL,80,1686,10.5,.508,.083,.304,1.7,6.4,4.0,21.7,2.0,0.1,17.2,14.9,,1.2,0.9,2.0,.058,,-2.8,-0.5,-3.3,-0.6
389,Jake Voskuhl\voskuja01,C,25,PHO,65,947,11.8,.604,.000,.589,11.5,15.4,13.4,5.7,1.0,2.3,19.0,12.0,,1.5,1.0,2.5,.129,,-2.6,0.4,-2.2,0.0
390,Dajuan Wagner\wagneda02,SG,19,CLE,47,1385,10.9,.466,.288,.264,1.6,5.1,3.3,16.8,1.4,0.4,11.2,23.8,,0.2,0.1,0.3,.011,,-1.9,-2.8,-4.7,-0.9
391,Antoine Walker\walkean02,PF,26,BOS,78,3235,14.6,.467,.375,.184,3.4,16.7,9.9,23.3,1.9,0.8,13.4,27.9,,-1.6,4.2,2.6,.039,,0.1,-0.6,-0.5,1.3
392,Samaki Walker\walkesa01,C,26,LAL,67,1243,11.6,.465,.004,.369,10.3,23.1,16.7,7.5,0.8,3.2,15.0,13.4,,0.6,1.4,2.1,.079,,-2.3,-0.2,-2.6,-0.2
393,Ben Wallace*\wallabe01,C,28,DET,73,2873,17.2,.486,.014,.432,11.9,34.9,23.2,6.9,2.0,5.9,14.5,10.2,,2.7,7.9,10.6,.176,,0.4,3.5,3.9,4.3
394,Gerald Wallace\wallage01,SF,20,SAC,47,571,12.5,.510,.022,.404,7.5,16.0,12.0,6.1,2.1,1.7,17.0,20.1,,-0.1,1.0,0.9,.074,,-3.0,0.8,-2.3,0.0
395,Rasheed Wallace\wallara01,PF,28,POR,74,2684,18.5,.552,.281,.249,5.1,19.6,12.3,10.2,1.4,2.2,10.3,23.3,,5.1,3.4,8.5,.151,,2.3,0.2,2.5,3.1
396,Charlie Ward\wardch01,PG,32,NYK,66,1465,15.9,.540,.645,.128,2.0,12.4,7.1,32.9,2.8,0.5,17.8,16.8,,2.4,1.3,3.7,.121,,1.5,0.9,2.4,1.6
397,Earl Watson\watsoea01,PG,23,MEM,79,1366,14.6,.505,.233,.220,3.8,9.6,6.7,25.7,3.4,0.7,17.0,17.0,,1.3,1.0,2.3,.080,,-0.8,1.3,0.5,0.9
398,Clarence Weatherspoon\weathcl01,PF,32,NYK,79,2024,14.5,.522,.000,.469,12.2,22.8,17.4,5.1,1.8,1.3,11.2,12.8,,3.3,2.2,5.5,.131,,0.1,-0.2,0.0,1.0
399,Chris Webber*\webbech01,PF,29,SAC,67,2622,20.9,.485,.015,.247,6.9,21.1,14.4,24.6,2.0,2.2,11.9,30.4,,1.7,5.3,6.9,.127,,2.0,1.5,3.5,3.6
400,Bonzi Wells\wellsbo01,SG,26,POR,75,2396,15.7,.505,.131,.316,4.9,14.9,9.9,18.0,2.8,0.6,16.0,25.9,,0.9,3.1,4.0,.080,,-0.6,0.4,-0.2,1.1
401,Jiří Welsch\welscji01,SF,23,GSW,37,234,4.5,.348,.053,.387,5.5,7.2,6.4,16.6,1.7,0.6,17.8,19.4,,-0.4,0.0,-0.4,-0.086,,-5.7,-1.9,-7.6,-0.3
402,David Wesley\wesleda01,SG,32,NOH,73,2710,15.1,.533,.305,.229,1.6,5.9,3.8,16.4,2.2,0.2,10.4,21.4,,4.5,2.5,7.0,.124,,1.0,0.1,1.1,2.1
403,Jahidi White\whiteja01,C,26,WAS,16,230,14.8,.523,.000,.472,19.0,18.6,18.8,1.4,0.2,3.9,12.3,15.0,,0.4,0.2,0.6,.134,,-1.8,-2.4,-4.2,-0.1
404,Rodney White\whitero02,SG,22,DEN,72,1563,9.8,.469,.210,.196,3.1,13.3,7.9,15.0,1.5,1.6,18.4,24.2,,-2.1,1.8,-0.4,-0.011,,-3.1,-0.6,-3.7,-0.7
405,Chris Whitney\whitnch01,PG,31,TOT,51,1052,9.2,.468,.470,.198,0.3,7.4,3.7,24.2,1.4,0.1,15.8,19.1,,-0.1,0.7,0.6,.028,,-2.6,-1.5,-4.1,-0.6
405,Chris Whitney\whitnch01,PG,31,DEN,29,762,10.2,.484,.490,.218,0.1,7.2,3.5,29.2,1.2,0.1,16.1,19.9,,0.2,0.5,0.8,.049,,-1.9,-1.6,-3.5,-0.3
405,Chris Whitney\whitnch01,PG,31,ORL,22,290,6.7,.418,.409,.136,0.8,7.7,4.1,11.3,2.1,0.3,14.6,16.9,,-0.3,0.2,-0.2,-0.026,,-4.6,-1.1,-5.7,-0.3
406,Chris Wilcox\wilcoch01,PF,20,LAC,46,479,12.5,.528,.000,.357,7.6,16.9,12.3,7.8,0.8,1.8,13.8,17.7,,0.3,0.3,0.6,.062,,-2.0,-1.1,-3.2,-0.1
407,Mike Wilks\wilksmi01,PG-SG,23,TOT,46,688,9.3,.436,.236,.318,3.4,8.1,5.9,19.4,2.1,0.4,14.2,13.0,,0.3,0.4,0.7,.049,,-2.3,0.6,-1.7,0.0
407,Mike Wilks\wilksmi01,SG,23,ATL,15,364,9.4,.453,.210,.358,2.9,9.6,6.4,18.1,2.3,0.2,14.6,13.8,,0.1,0.2,0.3,.042,,-2.2,1.2,-1.0,0.1
407,Mike Wilks\wilksmi01,PG,23,MIN,31,324,9.1,.414,.269,.269,4.0,6.5,5.2,21.0,1.8,0.7,13.8,12.2,,0.2,0.2,0.4,.056,,-2.4,0.0,-2.5,0.0
408,Aaron Williams\williaa01,C,31,NJN,81,1597,11.9,.504,.002,.296,9.8,13.9,11.8,9.0,0.9,2.7,14.6,16.4,,1.2,2.4,3.7,.110,,-2.2,0.6,-1.6,0.2
409,Alvin Williams\willial02,PG,28,TOR,78,2638,16.7,.508,.161,.264,2.3,8.6,5.3,27.7,2.2,0.6,11.2,19.7,,4.4,1.2,5.5,.101,,0.8,-0.4,0.4,1.6
410,Brandon Williams\willibr01,SF,27,ATL,6,19,-10.4,.143,.143,.000,12.5,0.0,6.0,0.0,5.6,0.0,30.0,24.1,,-0.2,0.0,-0.2,-0.392,,-17.7,-4.1,-21.8,-0.1
411,Eric Williams\willier01,SF,30,BOS,82,2350,13.1,.538,.191,.466,6.7,11.8,9.2,10.4,1.9,0.6,12.3,15.6,,3.4,2.6,6.0,.123,,-1.2,0.3,-0.9,0.7
412,Frank Williams\willifr02,PG,22,NYK,21,167,6.4,.393,.485,.182,2.1,10.8,6.3,29.4,2.2,0.9,32.3,14.6,,-0.2,0.1,-0.1,-0.035,,-3.9,-0.1,-4.1,-0.1
413,Jason Williams\willija02,PG,27,MEM,76,2407,17.1,.501,.470,.153,1.2,8.6,5.0,41.8,2.0,0.3,15.5,20.3,,4.0,0.7,4.7,.094,,2.9,-1.7,1.2,1.9
414,Jay Williams\willija03,PG,21,CHI,75,1961,12.2,.472,.295,.235,1.5,9.3,5.5,29.2,2.3,0.6,18.4,21.0,,-0.5,1.3,0.8,.020,,-1.3,-0.8,-2.0,0.0
415,Jerome Williams\willije01,PF,29,TOR,71,2346,15.6,.525,.011,.525,10.8,21.2,15.8,6.7,2.6,0.8,13.0,14.7,,2.9,2.5,5.4,.110,,-0.3,0.0,-0.3,1.0
416,Monty Williams\willimo01,SF,31,PHI,21,276,12.5,.489,.025,.400,5.0,14.3,9.6,15.0,2.3,1.4,15.3,18.1,,0.1,0.3,0.5,.080,,-1.6,1.1,-0.5,0.1
417,Scott Williams\willisc01,C,34,PHO,69,872,9.7,.440,.007,.144,9.2,15.8,12.5,4.1,1.6,1.8,9.3,17.6,,0.1,1.1,1.1,.063,,-4.4,0.1,-4.3,-0.5
418,Shammond Williams\willish01,PG,27,TOT,78,1881,12.4,.503,.451,.176,1.4,9.3,5.2,25.4,2.2,0.3,15.4,17.9,,1.1,2.0,3.1,.078,,-1.2,0.0,-1.3,0.3
418,Shammond Williams\willish01,PG,27,BOS,51,1169,12.3,.512,.470,.169,1.1,9.8,5.3,19.3,2.8,0.2,14.4,16.9,,0.7,1.4,2.1,.086,,-1.9,1.0,-0.9,0.3
418,Shammond Williams\willish01,PG,27,DEN,27,712,12.5,.489,.423,.187,1.9,8.4,5.0,35.3,1.2,0.3,16.9,19.6,,0.4,0.5,1.0,.064,,-0.2,-1.8,-1.9,0.0
419,Walt Williams\williwa02,SF,32,DAL,66,1161,11.7,.500,.501,.147,5.0,14.6,9.8,7.4,1.9,1.7,8.8,15.6,,1.0,1.5,2.5,.103,,-0.7,0.6,-0.1,0.6
420,Corliss Williamson\willico02,SF,29,DET,82,2061,15.7,.515,.013,.363,8.3,12.3,10.3,10.2,1.2,1.0,11.6,25.3,,2.4,2.5,4.9,.115,,-1.0,-0.8,-1.8,0.1
421,Kevin Willis\willike02,C,40,SAS,71,840,12.5,.506,.008,.323,12.0,18.8,15.6,4.9,1.3,1.7,17.0,19.5,,0.2,1.3,1.6,.091,,-3.1,-0.6,-3.7,-0.4
422,Rubén Wolkowyski\wolkoru01,PF,29,BOS,7,24,1.2,.434,.250,1.000,0.0,4.8,2.4,7.0,0.0,0.0,14.8,13.1,,0.0,0.0,0.0,-0.051,,-6.3,-2.5,-8.8,0.0
423,Loren Woods\woodslo01,C,24,MIN,38,353,9.9,.455,.039,.355,8.9,21.3,15.2,7.5,1.5,2.6,20.7,14.2,,-0.1,0.5,0.4,.048,,-3.1,0.7,-2.4,0.0
424,Qyntel Woods\woodsqy01,PF,21,POR,53,334,11.2,.505,.076,.169,5.4,13.7,9.6,6.2,2.4,0.2,15.4,20.7,,-0.1,0.4,0.2,.034,,-3.4,-0.7,-4.1,-0.2
425,Metta World Peace\artesro01,SF,23,IND,69,2317,17.6,.529,.249,.439,5.0,12.4,8.8,14.9,3.6,1.6,12.6,22.5,,3.2,4.1,7.2,.150,,0.9,2.3,3.2,3.1
426,Lorenzen Wright\wrighlo02,C,27,MEM,70,1982,14.4,.489,.007,.311,9.8,20.0,15.0,6.7,1.3,1.9,11.9,21.0,,1.0,1.5,2.5,.061,,-1.6,-1.4,-3.0,-0.5
427,Vincent Yarbrough\yarbrvi01,SG,21,DEN,59,1381,9.5,.446,.182,.145,2.9,11.2,6.8,16.8,2.2,1.9,15.1,17.3,,-0.7,1.7,1.0,.035,,-3.3,0.9,-2.4,-0.1
428,Wang Zhizhi\zhizhwa01,C,25,LAC,41,412,11.6,.485,.290,.358,7.2,13.9,10.6,4.3,1.0,1.7,14.2,24.0,,-0.1,0.2,0.1,.014,,-1.6,-2.2,-3.8,-0.2
